7 days / 1 weeks|$1,844|(#83 rank, 10 theaters, $184 average)|64.7%|10 theaters|March 9, 2017|2/26/17|Spain|12/2/16|$571,546|28.7%|$1,992,197|
November 10, 2011|35 days / 5 weeks|$135,739|100.0%|n/a|0.0%|$135,739||$55,850|(#41 rank, 33 theaters, $1,692 average)|33 theaters|41.1%|52.2%|$201,099|10/23/11|Hong Kong|Newport|9/29/11|$104,930|
3,444 theaters|February 25, 2010|101 days / 14.4 weeks|$166,112,167|Sony / Columbia|November 13, 2009|$200 million|$166,112,167|21.6%|$603,567,306|78.4%|$769,679,473||$65,237,614|Action Drama|2 hrs. 38 min.|PG-13|(#1 rank, 3,404 theaters, $19,165 average)|39.3%|27.1%|$8,751,289|8/22/10|Turkey|WB|11/13/09|$2,370,028|
78.4%|$769,679,473||$65,237,614|Action Drama|2 hrs. 38 min.|PG-13|(#1 rank, 3,404 theaters, $19,165 average)|39.3%|3,444 theaters|February 25, 2010|101 days / 14.4 weeks|$166,112,167|Sony / Columbia|November 13, 2009|$200 million|$166,112,167|21.6%|$603,567,306|38.3%|$3,256,007|1/10/10|Ukraine|Sony|11/12/09|$1,246,010|
February 25, 2010|101 days / 14.4 weeks|$166,112,167|Sony / Columbia|November 13, 2009|$200 million|$166,112,167|21.6%|$603,567,306|78.4%|$769,679,473||$65,237,614|Action Drama|2 hrs. 38 min.|PG-13|(#1 rank, 3,404 theaters, $19,165 average)|39.3%|3,444 theaters|30.7%|$3,664,853|2/7/10|United Arab Emirates|Sony|11/12/09|$1,123,640|
$769,679,473||$65,237,614|Action Drama|2 hrs. 38 min.|PG-13|(#1 rank, 3,404 theaters, $19,165 average)|39.3%|3,444 theaters|February 25, 2010|101 days / 14.4 weeks|$166,112,167|Sony / Columbia|November 13, 2009|$200 million|$166,112,167|21.6%|$603,567,306|78.4%|34.9%|$31,052,159|12/20/09|United Kingdom|Sony|11/13/09|$10,823,564|
101 days / 14.4 weeks|$166,112,167|Sony / Columbia|November 13, 2009|$200 million|$166,112,167|21.6%|$603,567,306|78.4%|$769,679,473||$65,237,614|Action Drama|2 hrs. 38 min.|PG-13|(#1 rank, 3,404 theaters, $19,165 average)|39.3%|3,444 theaters|February 25, 2010|12.6%|$358,329|1/24/10|Uruguay|Sony|11/13/09|$45,210|
|$65,237,614|Action Drama|2 hrs. 38 min.|PG-13|(#1 rank, 3,404 theaters, $19,165 average)|39.3%|3,444 theaters|February 25, 2010|101 days / 14.4 weeks|$166,112,167|Sony / Columbia|November 13, 2009|$200 million|$166,112,167|21.6%|$603,567,306|78.4%|$769,679,473|12.1%|$8,046,572|2/7/10|Venezuela|Sony|11/13/09|$975,899|
Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|-|$113,705|12/31/05|Argentina|Alfa|8/25/05|-|
August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|15.8%|$310,914|8/26/06|Australia|Hopscotch|5/26/05|$49,248|
2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|-|$195,909|4/22/05|Austria|-|3/11/05|-|
$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|-|$191,794|3/20/05|Belgium|-|12/15/04|-|
R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|47.9%|$5,878|10/1/06|Bulgaria|Big Bang|4/7/06|$2,813|
$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|-|$28,461|2/16/06|Chile|-|12/1/05|-|
(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|-|$7,658|5/10/05|Denmark|-|4/29/05|-|
7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|20%|$146,215|1/20/05|Finland|Mondo|11/26/04|$29,233|
7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|39%|$2,688,696|11/16/04|France|Ocean|10/20/04|$1,048,551|
$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|22.3%|$1,292,521|3/31/05|Germany|Prokino|1/13/05|$287,655|
61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|-|$128,000|11/28/04|Greece|-|11/19/04|-|
92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|51.6%|$778,138|10/27/04|Hong Kong|Fox|9/29/04|$401,520|
December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|27.1%|$649,694|11/14/04|Italy|Istituto|10/29/04|$176,084|
$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|19.7%|$6,840,294|11/21/04|Japan|BVI|10/23/04|$1,350,391|
126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|73.3%|$26,883|2/6/05|Netherlands|1More|2/3/05|$19,702|
|$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239|60.5%|$28,845|4/3/05|Poland|Gutek|4/1/05|$17,455|
$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|-|$68,092|12/29/04|Portugal|Lusomundo|10/28/04|-|
$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||-|$138,587|5/5/05|Russia - CIS|-|N/A|-|
Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|-|$7,057|5/5/05|Serbia & Montenegro|-|N/A|-|
Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|9.6%|$989,001|3/11/05|Spain|UIP|11/26/04|$94,855|
August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|26.5%|$341,063|11/14/04|Taiwan|-|10/2/04|$90,453|
2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|-|$26,820|2/20/05|Thailand|-|2/3/05|-|
$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|20%|$740,993|5/13/05|United Kingdom|Tartan|1/14/05|$148,081|
R|(#36 rank, 4 theaters, $28,268 average)|7.8%|61 theaters|December 8, 2005|126 days / 18 weeks|$1,444,588|Sony Classics|August 5, 2005|$12 million|$1,444,588|7.4%|$18,025,651|92.6%|$19,470,239||$113,074|Foreign|2 hrs. 9 min.|-|$19,284|4/22/07|Venezuela|-|4/6/07|-|
R|N/A|$5,664,764|100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|128 days / 18.3 weeks|$5,664,764|A24|December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|100%|$12,706|3/5/17|Finland|Finnkino|3/3/17|$12,706|
128 days / 18.3 weeks|$5,664,764|A24|December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|R|N/A|$5,664,764|100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|59.6%|$352,339|3/12/17|France|Mars|3/1/17|$210,087|
N/A|$5,664,764|100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|128 days / 18.3 weeks|$5,664,764|A24|December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|R|63.3%|$27,687|3/26/17|Greece|Feelgood|3/9/17|$17,523|
$5,664,764|A24|December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|R|N/A|$5,664,764|100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|128 days / 18.3 weeks|23%|$271,393|5/14/17|Netherlands|SFD|4/20/17|$62,491|
$5,664,764|100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|128 days / 18.3 weeks|$5,664,764|A24|December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|R|N/A|95.4%|$12,936|3/19/17|Norway|Norsk|3/17/17|$12,339|
A24|December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|R|N/A|$5,664,764|100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|128 days / 18.3 weeks|$5,664,764|37%|$90,607|4/2/17|Portugal|-|2/16/17|$33,528|
100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|128 days / 18.3 weeks|$5,664,764|A24|December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|R|N/A|$5,664,764|100%|$9,029|5/14/17|South Africa|SterKine|5/12/17|$9,029|
December 28, 2016|Comedy / Drama|1 hrs. 58 min.|0.0%|$5,664,764|R|N/A|$5,664,764|100.0%|n/a||(#17 rank, 650 theaters, $2,131 average)|24.5%|650 theaters|128 days / 18.3 weeks|$5,664,764|A24|100%|$75,197|2/12/17|United Kingdom|E1|2/10/17|$75,197|
Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|22.2%|$737,889|Final|Argentina|Sony|4/17/08|$163,950|
March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|-|$18,494|Final|Aruba|-|4/2/08|-|
2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|31.6%|$4,663,780|Final|Australia|Sony|5/15/08|$1,473,409|
$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|19.6%|$653,932|Final|Austria|Sony|5/30/08|$128,132|
PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|-|$73,688|Final|Bahrain|-|4/23/08|-|
$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|20.2%|$1,408,885|Final|Belgium|Sony|4/16/08|$285,145|
(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|39.6%|$21,547|Final|Bolivia|-|5/29/08|$8,524|
51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|18.5%|$3,352,024|Final|Brazil|Sony|4/18/08|$621,090|
29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|52.2%|$124,821|Final|Bulgaria|Alexandra|5/9/08|$65,125|
$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|-|$297,372|10/12/08|Central America|-|5/1/08|-|
2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|29.9%|$210,253|Final|Chile|Sony|6/5/08|$62,900|
48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|26.5%|$440,262|Final|Colombia|-|6/6/08|$116,680|
May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|-|$87,466|Final|Croatia|-|4/17/08|-|
$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|-|$24,212|Final|Curacao|-|4/3/08|-|
56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|26.9%|$125,556|Final|Czech Republic|Falcon|5/29/08|$33,791|
|$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340|30.3%|$425,887|Final|Denmark|Disney|6/20/08|$129,127|
$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|-|$51,911|Final|Dominican Republic|-|5/8/08|-|
$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||23.5%|$22,455|Final|East Africa|-|5/16/08|$5,280|
Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|-|$86,593|Final|Ecuador|-|6/6/08|-|
Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|-|$141,649|Final|Egypt|-|4/16/08|-|
March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|24.5%|$44,194|Final|Estonia|-|4/18/08|$10,838|
2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|-|$10,451|Final|Ethiopia|-|5/29/08|-|
$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|16.7%|$143,454|Final|Finland|Dis./Sony|6/22/08|$23,963|
PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|31.8%|$6,417,965|Final|France|Sony|6/4/08|$2,042,522|
$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|27.8%|$7,622,140|Final|Germany|Sony|4/10/08|$2,118,903|
(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|26.4%|$1,254,010|6/15/08|Greece|Aud. Vis.|4/10/08|$330,683|
51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|-|$1,183,806|Final|Greece and Cyprus|-|4/10/08|-|
29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29%|$84,233|Final|Hong Kong|Sony|6/19/08|$24,438|
$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|24.3%|$220,572|Final|Hungary|InterCom|5/1/08|$53,573|
2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|29%|$100,483|Final|Iceland|Sena|4/11/08|$29,118|
48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|-|$283,299|Final|India|-|5/30/08|-|
May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|-|$116,270|Final|Indonesia|-|6/12/08|-|
$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|-|$737,581|Final|Israel|-|4/17/08|-|
56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|29.2%|$3,902,936|Final|Italy|Sony|4/18/08|$1,140,274|
|$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340|26.2%|$4,062,170|Final|Japan|Sony|5/31/08|$1,064,061|
$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|-|$62,055|Final|Jordan|-|5/7/08|-|
$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||-|$296,639|Final|Kuwait|-|4/24/08|-|
Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|17.4%|$219,076|Final|Latvia|Forum|4/18/08|$38,166|
Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|24.7%|$89,757|Final|Lebanon|-|4/17/08|$22,191|
March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|23%|$166,987|Final|Lithuania|ACME|5/2/08|$38,406|
2 hrs. 3 min.|PG-13|(#1 rank, 2,648 theaters, $9,103 average)|29.7%|2,952 theaters|May 18, 2008|56 days / 8 weeks|$81,159,365|Sony / Columbia|March 28, 2008|$35 million|$81,159,365|51.4%|$76,767,975|48.6%|$157,927,340||$24,105,943|Drama|27.8%|$176,057|10/19/08|Malaysia|-|8/7/08|$48,927|
